*****,MODTRAN3 Version 1.3,12/1/95,***** (Water Vapor == 0.319)
RADIANCE(WATTS/CM2-STER-XXX)
FREQ (CM-1),WAVLEN (MICRN),PATH THERMAL (CM-1),PATH THERMAL (MICRN),SURF EMISSION (CM-1),SURF EMISSION (MICRN),SURF REFLECTED (CM-1),SURF REFLECTED (MICRN),TOTAL RADIANCE (CM-1),TOTAL RADIANCE (MICRN),INTEGRAL (CM-1),TOTAL TRANS
356.,28.090,1.09E-05,1.38E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-05,1.38E-04,1.75E-03,0.00000
358.,27.933,1.09E-05,1.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-05,1.40E-04,1.77E-03,0.00000
360.,27.778,1.10E-05,1.42E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-05,1.42E-04,1.79E-03,0.00001
362.,27.624,1.10E-05,1.44E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-05,1.44E-04,1.81E-03,0.00007
364.,27.473,1.10E-05,1.46E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-05,1.46E-04,1.84E-03,0.00029
366.,27.322,1.11E-05,1.48E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,1.48E-04,1.86E-03,0.00038
368.,27.174,1.11E-05,1.51E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,1.51E-04,1.88E-03,0.00013
370.,27.027,1.12E-05,1.54E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-05,1.54E-04,1.90E-03,0.00000
372.,26.882,1.13E-05,1.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,1.56E-04,1.93E-03,0.00000
374.,26.738,1.13E-05,1.59E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,1.59E-04,1.95E-03,0.00000
376.,26.596,1.14E-05,1.61E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,1.61E-04,1.97E-03,0.00000
378.,26.455,1.14E-05,1.63E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,1.63E-04,1.99E-03,0.00011
380.,26.316,1.14E-05,1.65E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,1.65E-04,2.02E-03,0.00047
382.,26.178,1.15E-05,1.67E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,1.67E-04,2.04E-03,0.00041
384.,26.042,1.15E-05,1.70E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,1.70E-04,2.06E-03,0.00007
386.,25.907,1.16E-05,1.72E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-05,1.72E-04,2.09E-03,0.00042
388.,25.773,1.15E-05,1.73E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,1.73E-04,2.11E-03,0.00308
390.,25.641,1.15E-05,1.75E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,1.75E-04,2.13E-03,0.00489
392.,25.510,1.16E-05,1.79E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-05,1.79E-04,2.15E-03,0.00250
394.,25.381,1.18E-05,1.83E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,1.83E-04,2.18E-03,0.00021
396.,25.253,1.18E-05,1.85E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,1.85E-04,2.20E-03,0.00000
398.,25.126,1.19E-05,1.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-05,1.88E-04,2.23E-03,0.00000
400.,25.000,1.19E-05,1.90E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-05,1.90E-04,2.25E-03,0.00030
402.,24.876,1.18E-05,1.90E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,1.90E-04,2.27E-03,0.00627
404.,24.752,1.16E-05,1.89E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-05,1.89E-04,2.30E-03,0.01737
406.,24.631,1.14E-05,1.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,1.88E-04,2.32E-03,0.03448
408.,24.510,1.11E-05,1.85E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,1.85E-04,2.34E-03,0.05398
410.,24.390,1.11E-05,1.87E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,1.87E-04,2.36E-03,0.05753
412.,24.272,1.13E-05,1.91E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,1.91E-04,2.39E-03,0.04966
414.,24.155,1.17E-05,2.00E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-05,2.00E-04,2.41E-03,0.02437
416.,24.038,1.21E-05,2.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E-05,2.09E-04,2.43E-03,0.00355
418.,23.923,1.22E-05,2.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,2.14E-04,2.46E-03,0.00008
420.,23.810,1.23E-05,2.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,2.17E-04,2.48E-03,0.00000
422.,23.697,1.23E-05,2.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,2.19E-04,2.51E-03,0.00002
424.,23.585,1.23E-05,2.21E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,2.21E-04,2.53E-03,0.00012
426.,23.474,1.21E-05,2.20E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E-05,2.20E-04,2.56E-03,0.01336
428.,23.364,1.15E-05,2.11E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,2.11E-04,2.58E-03,0.05081
430.,23.256,1.17E-05,2.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-05,2.16E-04,2.60E-03,0.04186
432.,23.148,1.18E-05,2.21E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,2.21E-04,2.63E-03,0.03532
434.,23.041,1.18E-05,2.23E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,2.23E-04,2.65E-03,0.03874
436.,22.936,1.22E-05,2.31E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,2.31E-04,2.67E-03,0.01968
438.,22.831,1.14E-05,2.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,2.19E-04,2.70E-03,0.07137
440.,22.727,1.15E-05,2.23E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,2.23E-04,2.72E-03,0.06709
442.,22.624,1.24E-05,2.43E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,2.43E-04,2.75E-03,0.01036
444.,22.523,1.24E-05,2.45E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,2.45E-04,2.77E-03,0.01078
446.,22.422,1.22E-05,2.44E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,2.44E-04,2.79E-03,0.02374
448.,22.321,1.13E-05,2.28E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,2.28E-04,2.82E-03,0.08795
450.,22.222,1.11E-05,2.25E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,2.25E-04,2.84E-03,0.10455
452.,22.124,1.22E-05,2.48E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,2.48E-04,2.86E-03,0.03565
454.,22.026,1.24E-05,2.57E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,2.57E-04,2.89E-03,0.01605
456.,21.930,1.26E-05,2.63E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-05,2.63E-04,2.91E-03,0.00820
458.,21.834,1.28E-05,2.68E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,2.68E-04,2.94E-03,0.00342
460.,21.739,1.25E-05,2.64E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-05,2.64E-04,2.96E-03,0.01892
462.,21.645,1.14E-05,2.44E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,2.44E-04,2.99E-03,0.09229
464.,21.552,9.89E-06,2.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.89E-06,2.13E-04,3.01E-03,0.20541
466.,21.459,1.06E-05,2.30E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E-05,2.30E-04,3.03E-03,0.15773
468.,21.368,1.22E-05,2.66E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,2.66E-04,3.05E-03,0.04772
470.,21.277,1.23E-05,2.72E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,2.72E-04,3.08E-03,0.03700
472.,21.186,1.28E-05,2.85E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,2.85E-04,3.10E-03,0.01076
474.,21.097,1.23E-05,2.77E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,2.77E-04,3.13E-03,0.04196
476.,21.008,1.08E-05,2.44E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-05,2.44E-04,3.15E-03,0.15190
478.,20.921,8.70E-06,1.99E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.70E-06,1.99E-04,3.17E-03,0.30543
480.,20.833,9.11E-06,2.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.11E-06,2.10E-04,3.18E-03,0.27565
482.,20.747,1.13E-05,2.63E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,2.63E-04,3.21E-03,0.11832
484.,20.661,1.24E-05,2.90E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,2.90E-04,3.23E-03,0.04243
486.,20.576,1.11E-05,2.62E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,2.62E-04,3.25E-03,0.13494
488.,20.492,8.49E-06,2.02E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.49E-06,2.02E-04,3.27E-03,0.32806
490.,20.408,9.18E-06,2.20E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.18E-06,2.20E-04,3.29E-03,0.27867
492.,20.325,1.17E-05,2.82E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-05,2.82E-04,3.31E-03,0.09990
494.,20.243,9.83E-06,2.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.83E-06,2.40E-04,3.33E-03,0.23512
496.,20.161,6.54E-06,1.61E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.54E-06,1.61E-04,3.35E-03,0.48032
498.,20.080,6.37E-06,1.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.37E-06,1.58E-04,3.36E-03,0.49248
500.,20.000,9.29E-06,2.32E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.29E-06,2.32E-04,3.38E-03,0.27478
502.,19.920,1.24E-05,3.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,3.12E-04,3.40E-03,0.05495
504.,19.841,1.22E-05,3.11E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,3.11E-04,3.43E-03,0.06320
506.,19.763,1.23E-05,3.15E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,3.15E-04,3.45E-03,0.06069
508.,19.685,1.12E-05,2.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-05,2.88E-04,3.47E-03,0.14036
510.,19.608,1.02E-05,2.66E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E-05,2.66E-04,3.49E-03,0.20705
512.,19.531,9.22E-06,2.42E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.22E-06,2.42E-04,3.51E-03,0.28370
514.,19.455,9.42E-06,2.49E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.42E-06,2.49E-04,3.53E-03,0.27142
516.,19.380,1.24E-05,3.29E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,3.29E-04,3.56E-03,0.06173
518.,19.305,1.32E-05,3.55E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,3.55E-04,3.58E-03,0.00440
520.,19.231,1.18E-05,3.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,3.19E-04,3.61E-03,0.10356
522.,19.157,8.56E-06,2.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.56E-06,2.33E-04,3.62E-03,0.33362
524.,19.084,9.79E-06,2.69E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.79E-06,2.69E-04,3.64E-03,0.24667
526.,19.011,1.15E-05,3.18E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-05,3.18E-04,3.67E-03,0.12561
528.,18.939,7.93E-06,2.21E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.93E-06,2.21E-04,3.68E-03,0.38363
530.,18.868,4.90E-06,1.38E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E-06,1.38E-04,3.69E-03,0.61190
532.,18.797,4.67E-06,1.32E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.67E-06,1.32E-04,3.70E-03,0.63121
534.,18.727,6.86E-06,1.96E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.86E-06,1.96E-04,3.71E-03,0.46629
536.,18.657,8.99E-06,2.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.99E-06,2.58E-04,3.73E-03,0.30731
538.,18.587,6.74E-06,1.95E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E-06,1.95E-04,3.75E-03,0.47542
540.,18.519,6.19E-06,1.80E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.19E-06,1.80E-04,3.76E-03,0.51774
542.,18.450,6.68E-06,1.96E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.68E-06,1.96E-04,3.77E-03,0.47755
544.,18.382,8.40E-06,2.49E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.40E-06,2.49E-04,3.79E-03,0.35043
546.,18.315,1.19E-05,3.54E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-05,3.54E-04,3.81E-03,0.09761
548.,18.248,1.05E-05,3.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-05,3.16E-04,3.83E-03,0.19776
550.,18.182,9.07E-06,2.74E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.07E-06,2.74E-04,3.85E-03,0.30370
552.,18.116,6.85E-06,2.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.85E-06,2.09E-04,3.86E-03,0.46667
554.,18.051,6.90E-06,2.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.90E-06,2.12E-04,3.88E-03,0.46277
556.,17.986,6.78E-06,2.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.78E-06,2.10E-04,3.89E-03,0.47282
558.,17.921,4.81E-06,1.50E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.81E-06,1.50E-04,3.90E-03,0.62122
560.,17.857,3.68E-06,1.15E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.68E-06,1.15E-04,3.91E-03,0.70705
562.,17.794,5.41E-06,1.71E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.41E-06,1.71E-04,3.92E-03,0.57650
564.,17.730,6.73E-06,2.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.73E-06,2.14E-04,3.93E-03,0.47328
566.,17.668,7.98E-06,2.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.98E-06,2.56E-04,3.95E-03,0.38124
568.,17.606,1.16E-05,3.75E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-05,3.75E-04,3.97E-03,0.11389
570.,17.544,1.11E-05,3.61E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,3.61E-04,3.99E-03,0.14875
572.,17.483,7.24E-06,2.37E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.24E-06,2.37E-04,4.01E-03,0.43149
574.,17.422,6.47E-06,2.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.47E-06,2.13E-04,4.02E-03,0.48697
576.,17.361,9.87E-06,3.28E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.87E-06,3.28E-04,4.04E-03,0.23659
578.,17.301,8.86E-06,2.96E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.86E-06,2.96E-04,4.06E-03,0.30016
580.,17.241,9.57E-06,3.22E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.57E-06,3.22E-04,4.08E-03,0.25231
582.,17.182,9.94E-06,3.37E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.94E-06,3.37E-04,4.10E-03,0.22146
584.,17.123,9.19E-06,3.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.19E-06,3.13E-04,4.12E-03,0.26826
586.,17.065,8.91E-06,3.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.91E-06,3.06E-04,4.13E-03,0.28361
588.,17.007,7.99E-06,2.76E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.99E-06,2.76E-04,4.15E-03,0.34646
590.,16.949,1.03E-05,3.60E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E-05,3.60E-04,4.17E-03,0.18553
592.,16.892,1.23E-05,4.30E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-05,4.30E-04,4.20E-03,0.05899
594.,16.835,1.20E-05,4.25E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-05,4.25E-04,4.22E-03,0.06602
596.,16.779,1.18E-05,4.18E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,4.18E-04,4.24E-03,0.07708
598.,16.722,1.11E-05,3.97E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-05,3.97E-04,4.27E-03,0.12303
600.,16.667,1.07E-05,3.86E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E-05,3.86E-04,4.29E-03,0.15102
602.,16.611,1.10E-05,3.99E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-05,3.99E-04,4.31E-03,0.12765
604.,16.556,1.14E-05,4.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,4.17E-04,4.33E-03,0.09627
606.,16.502,1.13E-05,4.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,4.17E-04,4.35E-03,0.09332
608.,16.447,1.13E-05,4.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E-05,4.16E-04,4.38E-03,0.09505
610.,16.393,1.09E-05,4.07E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-05,4.07E-04,4.40E-03,0.11491
612.,16.340,1.09E-05,4.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-05,4.09E-04,4.42E-03,0.11819
614.,16.287,1.19E-05,4.49E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-05,4.49E-04,4.44E-03,0.05836
616.,16.234,1.29E-05,4.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,4.88E-04,4.47E-03,0.01561
618.,16.181,1.30E-05,4.95E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,4.95E-04,4.50E-03,0.01034
620.,16.129,1.22E-05,4.70E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,4.70E-04,4.52E-03,0.03583
622.,16.077,1.21E-05,4.69E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E-05,4.69E-04,4.54E-03,0.04010
624.,16.026,1.26E-05,4.89E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-05,4.89E-04,4.57E-03,0.02186
626.,15.974,1.30E-05,5.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.09E-04,4.60E-03,0.00415
628.,15.924,1.30E-05,5.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.13E-04,4.62E-03,0.00293
630.,15.873,1.30E-05,5.18E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.18E-04,4.65E-03,0.00170
632.,15.823,1.31E-05,5.24E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.24E-04,4.67E-03,0.00051
634.,15.773,1.32E-05,5.29E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.29E-04,4.70E-03,0.00012
636.,15.723,1.32E-05,5.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.33E-04,4.73E-03,0.00002
638.,15.674,1.32E-05,5.36E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.36E-04,4.75E-03,0.00000
640.,15.625,1.32E-05,5.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.40E-04,4.78E-03,0.00000
642.,15.576,1.32E-05,5.43E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.43E-04,4.81E-03,0.00000
644.,15.528,1.32E-05,5.46E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.46E-04,4.83E-03,0.00000
646.,15.480,1.32E-05,5.49E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.49E-04,4.86E-03,0.00000
648.,15.432,1.32E-05,5.53E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.53E-04,4.89E-03,0.00000
650.,15.385,1.32E-05,5.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,5.56E-04,4.91E-03,0.00000
652.,15.337,1.31E-05,5.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.58E-04,4.94E-03,0.00000
654.,15.291,1.31E-05,5.61E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.61E-04,4.96E-03,0.00000
656.,15.244,1.31E-05,5.63E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.63E-04,4.99E-03,0.00000
658.,15.198,1.31E-05,5.66E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.66E-04,5.02E-03,0.00000
660.,15.152,1.31E-05,5.69E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-05,5.69E-04,5.04E-03,0.00000
662.,15.106,1.30E-05,5.72E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.72E-04,5.07E-03,0.00000
664.,15.060,1.30E-05,5.75E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.75E-04,5.09E-03,0.00000
666.,15.015,1.30E-05,5.78E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.78E-04,5.12E-03,0.00000
668.,14.970,1.30E-05,5.82E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.82E-04,5.15E-03,0.00000
670.,14.925,1.30E-05,5.84E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.84E-04,5.17E-03,0.00000
672.,14.881,1.30E-05,5.86E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-05,5.86E-04,5.20E-03,0.00000
674.,14.837,1.29E-05,5.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,5.88E-04,5.22E-03,0.00000
676.,14.793,1.29E-05,5.90E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,5.90E-04,5.25E-03,0.00000
678.,14.749,1.29E-05,5.93E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,5.93E-04,5.28E-03,0.00000
680.,14.706,1.29E-05,5.96E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,5.96E-04,5.30E-03,0.00000
682.,14.663,1.29E-05,5.98E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-05,5.98E-04,5.33E-03,0.00000
684.,14.620,1.28E-05,6.01E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,6.01E-04,5.35E-03,0.00000
686.,14.577,1.28E-05,6.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,6.03E-04,5.38E-03,0.00000
688.,14.535,1.28E-05,6.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,6.06E-04,5.40E-03,0.00000
690.,14.493,1.28E-05,6.08E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-05,6.08E-04,5.43E-03,0.00000
692.,14.451,1.27E-05,6.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-05,6.10E-04,5.46E-03,0.00000
694.,14.409,1.27E-05,6.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-05,6.12E-04,5.48E-03,0.00000
696.,14.368,1.27E-05,6.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-05,6.14E-04,5.51E-03,0.00000
698.,14.327,1.26E-05,6.15E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-05,6.15E-04,5.53E-03,0.00001
700.,14.286,1.26E-05,6.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-05,6.16E-04,5.56E-03,0.00003
702.,14.245,1.26E-05,6.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-05,6.19E-04,5.58E-03,0.00004
704.,14.205,1.25E-05,6.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-05,6.19E-04,5.61E-03,0.00042
706.,14.164,1.24E-05,6.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E-05,6.17E-04,5.63E-03,0.00164
708.,14.124,1.22E-05,6.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,6.14E-04,5.66E-03,0.00436
710.,14.085,1.21E-05,6.08E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E-05,6.08E-04,5.68E-03,0.01002
712.,14.045,1.18E-05,5.99E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,5.99E-04,5.70E-03,0.01906
714.,14.006,1.16E-05,5.92E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-05,5.92E-04,5.73E-03,0.02740
716.,13.966,1.14E-05,5.82E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-05,5.82E-04,5.75E-03,0.03602
718.,13.928,1.18E-05,6.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E-05,6.09E-04,5.77E-03,0.01659
720.,13.889,1.22E-05,6.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-05,6.33E-04,5.80E-03,0.00343
