*****,MODTRAN3Version1.3,12/1/95,*****(WaterVapor==1)
RADIANCE(WATTS/CM2-STER-XXX)
FREQ (CM-1),WAVLEN (MICRN),PATH THERMAL (CM-1),PATH THERMAL (MICRN),SURF EMISSION (CM-1),SURF EMISSION (MICRN),SURF REFLECTED (CM-1),SURF REFLECTED (MICRN),TOTAL RADIANCE (CM-1),TOTAL RADIANCE (MICRN),INTEGRAL (CM-1),TOTAL TRANS
2.,4999.998,7.04E-10,2.82E-13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.04E-10,2.82E-13,7.04E-10,0.44122
4.,2500.000,2.30E-09,3.69E-12,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E-09,3.69E-12,5.31E-09,0.43337
6.,1666.666,6.20E-09,2.23E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.20E-09,2.23E-11,1.77E-08,0.31382
8.,1250.000,1.20E-08,7.67E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-08,7.67E-11,4.17E-08,0.21504
10.,1000.000,2.15E-08,2.15E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E-08,2.15E-10,8.46E-08,0.10093
12.,833.333,3.33E-08,4.79E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.33E-08,4.79E-10,1.51E-07,0.01380
14.,714.286,4.55E-08,8.93E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.55E-08,8.93E-10,2.42E-07,0.00034
16.,625.000,5.92E-08,1.52E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.92E-08,1.52E-09,3.61E-07,0.00001
18.,555.555,7.45E-08,2.41E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.45E-08,2.41E-09,5.10E-07,0.00000
20.,500.000,9.14E-08,3.66E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.14E-08,3.66E-09,6.93E-07,0.00000
22.,454.545,1.10E-07,5.32E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-07,5.32E-09,9.12E-07,0.00000
24.,416.667,1.30E-07,7.50E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-07,7.50E-09,1.17E-06,0.00000
26.,384.615,1.52E-07,1.03E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E-07,1.03E-08,1.48E-06,0.00000
28.,357.143,1.75E-07,1.37E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.75E-07,1.37E-08,1.83E-06,0.00000
30.,333.333,2.00E-07,1.80E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-07,1.80E-08,2.23E-06,0.00000
32.,312.500,2.27E-07,2.32E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E-07,2.32E-08,2.68E-06,0.00000
34.,294.118,2.55E-07,2.94E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-07,2.94E-08,3.19E-06,0.00000
36.,277.778,2.84E-07,3.68E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.84E-07,3.68E-08,3.76E-06,0.00000
38.,263.158,3.15E-07,4.55E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.15E-07,4.55E-08,4.39E-06,0.00000
40.,250.000,3.47E-07,5.55E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.47E-07,5.55E-08,5.08E-06,0.00000
42.,238.095,3.81E-07,6.72E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.81E-07,6.72E-08,5.84E-06,0.00000
44.,227.273,4.16E-07,8.05E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.16E-07,8.05E-08,6.68E-06,0.00000
46.,217.391,4.52E-07,9.56E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.52E-07,9.56E-08,7.58E-06,0.00000
48.,208.333,4.90E-07,1.13E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E-07,1.13E-07,8.56E-06,0.00000
50.,200.000,5.28E-07,1.32E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.28E-07,1.32E-07,9.62E-06,0.00000
52.,192.308,5.69E-07,1.54E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.69E-07,1.54E-07,1.08E-05,0.00000
54.,185.185,6.10E-07,1.78E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E-07,1.78E-07,1.20E-05,0.00000
56.,178.571,6.53E-07,2.05E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.53E-07,2.05E-07,1.33E-05,0.00000
