*****,MODTRAN3Version1.3,12/1/95,*****(WaterVapor==1)
RADIANCE(WATTS/CM2-STER-XXX)
FREQ (CM-1),WAVLEN (MICRN),PATH THERMAL (CM-1),PATH THERMAL (MICRN),SURF EMISSION (CM-1),SURF EMISSION (MICRN),SURF REFLECTED (CM-1),SURF REFLECTED (MICRN),TOTAL RADIANCE (CM-1),TOTAL RADIANCE (MICRN),INTEGRAL (CM-1),TOTAL TRANS
272.,36.765,8.54E-06,6.32E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.54E-06,6.32E-05,9.61E-04,0.00000
274.,36.496,8.61E-06,6.47E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.61E-06,6.47E-05,9.79E-04,0.00000
276.,36.232,8.69E-06,6.62E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.69E-06,6.62E-05,9.96E-04,0.00000
278.,35.971,8.76E-06,6.77E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.76E-06,6.77E-05,1.01E-03,0.00000
280.,35.714,8.83E-06,6.93E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.83E-06,6.93E-05,1.03E-03,0.00000
282.,35.461,8.91E-06,7.08E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.91E-06,7.08E-05,1.05E-03,0.00000
284.,35.211,8.98E-06,7.24E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.98E-06,7.24E-05,1.07E-03,0.00000
286.,34.965,9.05E-06,7.41E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.05E-06,7.41E-05,1.09E-03,0.00000
288.,34.722,9.12E-06,7.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.12E-06,7.57E-05,1.10E-03,0.00000
290.,34.483,9.20E-06,7.73E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.20E-06,7.73E-05,1.12E-03,0.00000
292.,34.247,9.27E-06,7.90E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.27E-06,7.90E-05,1.14E-03,0.00000
294.,34.014,9.34E-06,8.07E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.34E-06,8.07E-05,1.16E-03,0.00000
296.,33.784,9.41E-06,8.24E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.41E-06,8.24E-05,1.18E-03,0.00000
298.,33.557,9.48E-06,8.42E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E-06,8.42E-05,1.20E-03,0.00000
300.,33.333,9.55E-06,8.59E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.55E-06,8.59E-05,1.22E-03,0.00000
302.,33.113,9.62E-06,8.77E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.62E-06,8.77E-05,1.24E-03,0.00000
