*****,MODTRAN3Version1.3,12/1/95,*****(WaterVapor==0.5)
RADIANCE(WATTS/CM2-STER-XXX)
FREQ (CM-1),WAVLEN (MICRN),PATH THERMAL (CM-1),PATH THERMAL (MICRN),SURF EMISSION (CM-1),SURF EMISSION (MICRN),SURF REFLECTED (CM-1),SURF REFLECTED (MICRN),TOTAL RADIANCE (CM-1),TOTAL RADIANCE (MICRN),INTEGRAL (CM-1),TOTAL TRANS
292.,34.247,8.67E-06,7.39E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.67E-06,7.39E-05,1.08E-03,0.00000
294.,34.014,8.73E-06,7.54E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.73E-06,7.54E-05,1.10E-03,0.00000
296.,33.784,8.79E-06,7.70E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.79E-06,7.70E-05,1.11E-03,0.00000
298.,33.557,8.86E-06,7.87E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.86E-06,7.87E-05,1.13E-03,0.00000
300.,33.333,8.93E-06,8.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.93E-06,8.03E-05,1.15E-03,0.00000
302.,33.113,8.99E-06,8.20E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.99E-06,8.20E-05,1.17E-03,0.00000
304.,32.895,9.05E-06,8.36E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.05E-06,8.36E-05,1.18E-03,0.00000
306.,32.680,9.11E-06,8.53E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.11E-06,8.53E-05,1.20E-03,0.00000
308.,32.468,9.16E-06,8.69E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.16E-06,8.69E-05,1.22E-03,0.00000
310.,32.258,9.22E-06,8.86E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.22E-06,8.86E-05,1.24E-03,0.00000
312.,32.051,9.28E-06,9.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.28E-06,9.03E-05,1.26E-03,0.00000
314.,31.847,9.35E-06,9.21E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.35E-06,9.21E-05,1.28E-03,0.00000
316.,31.646,9.41E-06,9.39E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.41E-06,9.39E-05,1.30E-03,0.00000
318.,31.447,9.46E-06,9.56E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.46E-06,9.56E-05,1.31E-03,0.00000
320.,31.250,9.52E-06,9.74E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E-06,9.74E-05,1.33E-03,0.00000
322.,31.056,9.58E-06,9.93E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.58E-06,9.93E-05,1.35E-03,0.00000
324.,30.864,9.64E-06,1.01E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.64E-06,1.01E-04,1.37E-03,0.00000
326.,30.675,9.70E-06,1.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E-06,1.03E-04,1.39E-03,0.00000
328.,30.488,9.76E-06,1.05E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.76E-06,1.05E-04,1.41E-03,0.00000
330.,30.303,9.81E-06,1.07E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.81E-06,1.07E-04,1.43E-03,0.00000
332.,30.120,9.86E-06,1.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.86E-06,1.09E-04,1.45E-03,0.00000
334.,29.940,9.92E-06,1.11E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.92E-06,1.11E-04,1.47E-03,0.00000
336.,29.762,9.97E-06,1.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.97E-06,1.13E-04,1.49E-03,0.00000
338.,29.586,1.00E-05,1.14E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E-05,1.14E-04,1.51E-03,0.00000
340.,29.412,1.01E-05,1.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-05,1.16E-04,1.53E-03,0.00000
342.,29.240,1.01E-05,1.18E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-05,1.18E-04,1.55E-03,0.00000
