Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
22:09:2020,12:00:00,266,0.036557,0.089566,0.117269,-999.,-999.,0.159730,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.218078,-999.,-999.,0.253348,-999.,-999.,0.279889,0.278681,1.223285,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.117809,0.915178,1.069495,1.118354,0.393215,-999.,98,98,98,0,0,98,0,0,0,0,0,0,0,0,98,0,0,98,0,0,98,98,98,0,0,0,0,0,0,0,98,98,98,98,98,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
23:09:2020,12:00:00,267,0.019435,0.042447,0.054180,-999.,-999.,0.067334,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.095181,-999.,-999.,0.123219,-999.,-999.,0.149775,0.149932,1.365716,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.167562,1.724045,1.373019,0.997646,0.819591,-999.,89,89,89,0,0,89,0,0,0,0,0,0,0,0,89,0,0,89,0,0,89,89,89,0,0,0,0,0,0,0,89,89,89,89,89,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
24:09:2020,12:00:00,268,0.016557,0.040374,0.053261,-999.,-999.,0.070560,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.109996,-999.,-999.,0.145473,-999.,-999.,0.179915,0.185148,1.025245,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.440944,1.816310,1.642671,1.296402,0.983641,-999.,121,121,121,0,0,121,0,0,0,0,0,0,0,0,121,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,121,121,121,121,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
25:09:2020,12:00:00,269,0.020008,0.043457,0.056017,-999.,-999.,0.072760,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.114667,-999.,-999.,0.153142,-999.,-999.,0.192963,0.203282,0.880333,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.456864,1.930497,1.705127,1.292061,1.142811,-999.,123,123,123,0,0,123,0,0,0,0,0,0,0,0,123,0,0,123,0,0,123,123,123,0,0,0,0,0,0,0,123,123,123,123,123,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
26:09:2020,12:00:00,270,0.016197,0.031733,0.039614,-999.,-999.,0.044290,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.062739,-999.,-999.,0.088254,-999.,-999.,0.112731,0.111777,0.829313,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.125832,2.163215,1.528116,0.829408,0.967424,-999.,118,118,118,0,0,118,0,0,0,0,0,0,0,0,118,0,0,118,0,0,118,118,118,0,0,0,0,0,0,0,118,118,118,118,118,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
27:09:2020,12:00:00,271,0.026572,0.053860,0.069070,-999.,-999.,0.089597,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.133065,-999.,-999.,0.171553,-999.,-999.,0.209382,0.212125,0.734976,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.276914,1.737328,1.476108,1.123456,0.873243,-999.,85,85,85,0,0,85,0,0,0,0,0,0,0,0,85,0,0,85,0,0,85,85,85,0,0,0,0,0,0,0,85,85,85,85,85,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:09:2020,12:00:00,272,0.033237,0.041799,0.045617,-999.,-999.,0.039550,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.041154,-999.,-999.,0.064619,-999.,-999.,0.081701,0.078825,0.712934,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.425226,2.414114,1.016634,-0.162446,0.836556,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,74,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,81,81,81,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:09:2020,12:00:00,273,0.026028,0.035017,0.038488,-999.,-999.,0.032863,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.033872,-999.,-999.,0.053870,-999.,-999.,0.069366,0.065469,0.587024,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.343204,2.704297,0.961216,-0.256098,0.823323,-999.,106,106,106,0,0,106,0,0,0,0,0,0,0,0,106,0,0,106,0,0,106,106,106,0,0,0,0,0,0,0,106,106,106,106,106,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:09:2020,12:00:00,274,0.007544,0.014828,0.017556,-999.,-999.,0.010551,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.024895,-999.,-999.,0.036880,0.030162,0.378354,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.673092,2.139108,2.243218,-0.291494,0.954601,-999.,121,121,121,0,0,121,0,0,0,0,0,0,0,0,0,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,78,121,31,121,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
01:10:2020,12:00:00,275,0.028061,0.037387,0.040970,-999.,-999.,0.036319,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.058667,-999.,-999.,0.075824,0.073033,0.747532,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.596223,1.755847,1.150697,-0.404964,0.884459,-999.,119,119,119,0,0,119,0,0,0,0,0,0,0,0,0,0,0,119,0,0,119,119,119,0,0,0,0,0,0,0,119,119,119,99,119,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
02:10:2020,12:00:00,276,0.030737,0.045892,0.053464,-999.,-999.,0.056136,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.074976,-999.,-999.,0.107948,-999.,-999.,0.139119,0.143370,0.567646,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.961175,2.358831,1.440345,0.586084,1.165749,-999.,67,67,67,0,0,67,0,0,0,0,0,0,0,0,67,0,0,67,0,0,67,67,67,0,0,0,0,0,0,0,67,67,67,67,67,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
03:10:2020,12:00:00,277,0.027078,0.068754,0.095294,-999.,-999.,0.146744,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.240751,-999.,-999.,0.300588,-999.,-999.,0.354697,0.368559,0.487369,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.672571,1.412655,1.660484,1.666937,0.817896,-999.,116,116,116,0,0,116,0,0,0,0,0,0,0,0,116,0,0,116,0,0,116,116,116,0,0,0,0,0,0,0,116,116,116,116,116,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
04:10:2020,12:00:00,278,0.034308,0.063574,0.080813,-999.,-999.,0.110322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.168562,-999.,-999.,0.212504,-999.,-999.,0.251835,0.260011,0.729182,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.401964,1.473103,1.506082,1.323737,0.810032,-999.,112,112,112,0,0,112,0,0,0,0,0,0,0,0,112,0,0,112,0,0,112,112,112,0,0,0,0,0,0,0,112,112,112,112,112,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
05:10:2020,12:00:00,279,0.020769,0.045611,0.060021,-999.,-999.,0.082171,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.129476,-999.,-999.,0.169091,-999.,-999.,0.205291,0.211385,0.423792,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.498075,1.710169,1.656177,1.380994,0.906220,-999.,114,114,114,0,0,114,0,0,0,0,0,0,0,0,114,0,0,114,0,0,114,114,114,0,0,0,0,0,0,0,114,114,114,114,114,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
06:10:2020,12:00:00,280,0.019240,0.047092,0.063457,-999.,-999.,0.090420,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.148532,-999.,-999.,0.194807,-999.,-999.,0.240358,0.252703,0.390628,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.630386,1.770276,1.763666,1.535632,1.048994,-999.,118,118,118,0,0,118,0,0,0,0,0,0,0,0,118,0,0,118,0,0,118,118,118,0,0,0,0,0,0,0,118,118,118,118,118,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
07:10:2020,12:00:00,281,0.025857,0.058595,0.077825,-999.,-999.,0.112341,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.185482,-999.,-999.,0.240133,-999.,-999.,0.296640,0.319294,0.438586,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.636946,1.716194,1.750305,1.560586,1.121065,-999.,104,104,104,0,0,104,0,0,0,0,0,0,0,0,104,0,0,104,0,0,104,104,104,0,0,0,0,0,0,0,104,104,104,104,104,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
08:10:2020,12:00:00,282,0.029554,0.062993,0.082666,-999.,-999.,0.117514,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.193588,-999.,-999.,0.251130,-999.,-999.,0.310536,0.334345,0.485937,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.614547,1.745339,1.747297,1.528952,1.147202,-999.,114,110,114,0,0,114,0,0,0,0,0,0,0,0,114,0,0,114,0,0,114,114,114,0,0,0,0,0,0,0,114,114,114,114,114,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
09:10:2020,12:00:00,283,0.024944,0.045924,0.056864,-999.,-999.,0.069998,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.108474,-999.,-999.,0.147277,-999.,-999.,0.187285,0.199754,0.667682,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.338091,2.102783,1.684393,1.105428,1.231522,-999.,114,114,114,0,0,114,0,0,0,0,0,0,0,0,114,0,0,114,0,0,114,114,114,0,0,0,0,0,0,0,114,114,114,114,114,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
10:10:2020,12:00:00,284,0.014736,0.027926,0.034447,-999.,-999.,0.036095,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.051507,-999.,-999.,0.078817,-999.,-999.,0.103536,0.105933,0.499773,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.113526,2.541477,1.721013,0.647052,1.203665,-999.,108,108,108,0,0,108,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,108,108,0,0,0,0,0,0,0,108,96,108,108,108,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
11:10:2020,12:00:00,285,0.014024,0.024663,0.029404,-999.,-999.,0.026104,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.031054,-999.,-999.,0.052513,-999.,-999.,0.069840,0.065502,0.559788,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.740856,2.972627,1.464349,0.125976,0.914643,-999.,101,101,101,0,0,101,0,0,0,0,0,0,0,0,101,0,0,101,0,0,101,101,101,0,0,0,0,0,0,0,101,101,101,101,101,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
12:10:2020,12:00:00,286,0.018724,0.030034,0.034361,-999.,-999.,0.030989,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.035794,-999.,-999.,0.055984,-999.,-999.,0.071754,0.067571,0.499312,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.584973,2.502930,1.226361,0.019723,0.792710,-999.,115,115,115,0,0,115,0,0,0,0,0,0,0,0,115,0,0,115,0,0,115,115,115,0,0,0,0,0,0,0,115,104,115,115,115,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
13:10:2020,12:00:00,287,0.009627,0.018733,0.022081,-999.,-999.,0.016397,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.016596,-999.,-999.,0.034669,-999.,-999.,0.048519,0.042822,0.397831,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.274346,2.565554,1.449531,-0.005338,0.848881,-999.,107,107,107,0,0,107,0,0,0,0,0,0,0,0,107,0,0,107,0,0,107,107,107,0,0,0,0,0,0,0,107,48,107,58,107,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
14:10:2020,12:00:00,288,0.011243,0.023127,0.028787,-999.,-999.,0.027828,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.037725,-999.,-999.,0.061145,-999.,-999.,0.081500,0.078329,0.377010,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.822607,2.950192,1.591698,0.159561,1.052143,-999.,112,108,112,0,0,112,0,0,0,0,0,0,0,0,112,0,0,112,0,0,112,112,112,0,0,0,0,0,0,0,112,87,112,112,112,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
15:10:2020,12:00:00,289,0.012870,0.021921,0.024833,-999.,-999.,0.018148,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.018506,-999.,-999.,0.036239,-999.,-999.,0.049804,0.042977,0.677351,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.283255,2.486851,1.332246,-0.100337,0.770027,-999.,113,113,113,0,0,113,0,0,0,0,0,0,0,0,113,0,0,113,0,0,113,113,113,0,0,0,0,0,0,0,113,58,113,68,113,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:10:2020,12:00:00,290,0.021079,0.030384,0.032587,-999.,-999.,0.024736,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.022751,-999.,-999.,0.038928,-999.,-999.,0.050180,0.044301,0.645498,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-0.004200,2.162320,0.902642,-0.278099,0.583984,-999.,117,117,117,0,0,117,0,0,0,0,0,0,0,0,117,0,0,117,0,0,117,117,117,0,0,0,0,0,0,0,117,73,117,67,117,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:10:2020,12:00:00,291,0.020336,0.032770,0.037376,-999.,-999.,0.036060,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.046844,-999.,-999.,0.070799,-999.,-999.,0.092713,0.094260,0.527405,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.735091,2.585538,1.373339,0.218218,1.011320,-999.,105,105,105,0,0,105,0,0,0,0,0,0,0,0,105,0,0,105,0,0,105,105,105,0,0,0,0,0,0,0,105,104,105,105,105,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:10:2020,12:00:00,293,0.010507,0.025137,0.031774,-999.,-999.,0.034763,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.050172,-999.,-999.,0.074787,-999.,-999.,0.096305,0.094830,0.504831,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.131511,2.575508,1.664714,0.705837,1.007609,-999.,113,113,113,0,0,113,0,0,0,0,0,0,0,0,113,0,0,113,0,0,113,113,113,0,0,0,0,0,0,0,113,111,113,113,113,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:10:2020,12:00:00,295,0.011928,0.026921,0.033855,-999.,-999.,0.037006,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.054136,-999.,-999.,0.081385,-999.,-999.,0.105869,0.107230,0.418144,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.222768,2.490861,1.753715,0.836215,1.117295,-999.,106,106,106,0,0,106,0,0,0,0,0,0,0,0,106,0,0,106,0,0,106,106,106,0,0,0,0,0,0,0,106,106,106,106,106,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
22:10:2020,12:00:00,296,0.017097,0.030624,0.036433,-999.,-999.,0.038205,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.051917,-999.,-999.,0.075980,-999.,-999.,0.097493,0.097419,0.760779,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.993672,2.404450,1.501276,0.597703,1.025248,-999.,106,106,106,0,0,106,0,0,0,0,0,0,0,0,106,0,0,106,0,0,106,106,106,0,0,0,0,0,0,0,106,106,106,106,106,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
23:10:2020,12:00:00,297,0.017879,0.033856,0.040880,-999.,-999.,0.045472,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.066547,-999.,-999.,0.095916,-999.,-999.,0.124334,0.130944,0.844321,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.158290,2.414356,1.642234,0.802289,1.260054,-999.,102,102,102,0,0,102,0,0,0,0,0,0,0,0,102,0,0,102,0,0,102,102,102,0,0,0,0,0,0,0,102,102,102,102,102,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:10:2020,12:00:00,302,0.009168,0.026006,0.031908,-999.,-999.,0.037717,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.053320,-999.,-999.,0.078915,-999.,-999.,0.098221,0.105277,0.771866,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.258383,2.295585,1.632825,0.918861,1.162835,-999.,65,65,65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,65,0,0,65,65,65,0,0,0,0,0,0,0,65,65,65,65,65,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:10:2020,12:00:00,303,0.000146,0.014587,0.018825,-999.,-999.,0.017967,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.026319,-999.,-999.,0.048630,-999.,-999.,0.065908,0.068090,0.760885,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.254605,2.903557,2.146141,0.552671,1.391511,-999.,91,91,91,0,0,91,0,0,0,0,0,0,0,0,91,0,0,91,0,0,91,91,91,0,0,0,0,0,0,0,91,56,91,91,91,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:10:2020,12:00:00,304,-0.001534,0.012604,0.016306,-999.,-999.,0.011319,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.012510,-999.,-999.,0.033456,-999.,-999.,0.049012,0.047424,0.617781,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.634972,3.392423,2.099137,0.056890,1.474803,-999.,68,68,68,0,0,68,0,0,0,0,0,0,0,0,68,0,0,68,0,0,68,68,68,0,0,0,0,0,0,0,68,22,68,37,68,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
31:10:2020,12:00:00,305,0.000748,0.013797,0.016847,-999.,-999.,0.010617,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.012747,-999.,-999.,0.034461,-999.,-999.,0.051202,0.050666,0.681266,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.762173,3.441789,2.407885,-0.165513,1.593932,-999.,40,40,40,0,0,40,0,0,0,0,0,0,0,0,39,0,0,40,0,0,40,40,40,0,0,0,0,0,0,0,40,9,40,26,40,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
01:11:2020,12:00:00,306,0.005063,0.014536,0.017293,-999.,-999.,0.012968,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015501,-999.,-999.,0.035882,-999.,-999.,0.050433,0.050325,0.812224,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.823177,2.824766,2.051820,-0.075359,1.386874,-999.,51,51,51,0,0,51,0,0,0,0,0,0,0,0,51,0,0,51,0,0,51,51,51,0,0,0,0,0,0,0,51,17,51,42,51,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
02:11:2020,12:00:00,307,0.014079,0.022835,0.025535,-999.,-999.,0.022793,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.026609,-999.,-999.,0.044871,-999.,-999.,0.061159,0.061066,0.703728,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.780535,2.953399,1.495250,0.148652,1.291580,-999.,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,20,22,22,22,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
03:11:2020,12:00:00,308,0.005186,0.016261,0.019676,-999.,-999.,0.016396,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.018577,-999.,-999.,0.038088,-999.,-999.,0.052924,0.052120,0.629289,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.728487,2.537397,1.779991,-0.166646,1.308393,-999.,75,75,76,0,0,76,0,0,0,0,0,0,0,0,76,0,0,76,0,0,76,76,76,0,0,0,0,0,0,0,76,34,76,67,76,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
04:11:2020,12:00:00,309,0.009008,0.026216,0.033230,-999.,-999.,0.037690,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.049849,-999.,-999.,0.073225,-999.,-999.,0.093412,0.095672,0.924433,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.052770,2.422831,1.435358,0.681269,1.106596,-999.,77,77,77,0,0,77,0,0,0,0,0,0,0,0,77,0,0,77,0,0,77,77,77,0,0,0,0,0,0,0,77,77,77,77,77,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
05:11:2020,12:00:00,310,0.007719,0.017976,0.021951,-999.,-999.,0.020397,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.024670,-999.,-999.,0.044028,-999.,-999.,0.058818,0.058399,0.656197,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.847250,2.661011,1.608087,0.130977,1.161543,-999.,103,103,103,0,0,103,0,0,0,0,0,0,0,0,103,0,0,103,0,0,103,103,103,0,0,0,0,0,0,0,103,67,103,103,103,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
06:11:2020,12:00:00,311,0.016145,0.027261,0.031762,-999.,-999.,0.031826,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.037689,-999.,-999.,0.055503,-999.,-999.,0.066258,0.065936,0.572162,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.725780,2.078845,1.166571,0.313271,0.704507,-999.,36,35,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
07:11:2020,12:00:00,312,0.024623,0.037049,0.041896,-999.,-999.,0.045446,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.057359,-999.,-999.,0.074262,-999.,-999.,0.090495,0.093957,1.076892,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.792436,1.797069,1.126676,0.500004,0.941118,-999.,37,38,38,0,0,38,0,0,0,0,0,0,0,0,37,0,0,38,0,0,37,37,38,0,0,0,0,0,0,0,38,37,38,38,37,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
08:11:2020,12:00:00,313,0.022433,0.034246,0.037767,-999.,-999.,0.034236,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.034820,-999.,-999.,0.053419,-999.,-999.,0.064405,0.062105,0.722322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.364383,2.296300,0.865071,-0.164169,0.627415,-999.,78,78,78,0,0,78,0,0,0,0,0,0,0,0,78,0,0,78,0,0,78,78,78,0,0,0,0,0,0,0,78,78,78,78,78,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
09:11:2020,12:00:00,314,0.010501,0.019204,0.022363,-999.,-999.,0.016912,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.013972,-999.,-999.,0.031066,-999.,-999.,0.038280,0.032729,0.548690,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.123659,2.463242,1.043412,-0.319403,0.260439,-999.,64,65,65,0,0,64,0,0,0,0,0,0,0,0,62,0,0,64,0,0,65,65,64,0,0,0,0,0,0,0,64,36,64,33,64,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
10:11:2020,12:00:00,315,0.002973,0.011285,0.014106,-999.,-999.,0.011334,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.011892,-999.,-999.,0.027875,-999.,-999.,0.036370,0.035371,0.309096,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.691304,2.745311,1.772391,0.120375,1.004157,-999.,83,83,83,0,0,83,0,0,0,0,0,0,0,0,76,0,0,83,0,0,82,82,83,0,0,0,0,0,0,0,83,42,83,50,82,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
11:11:2020,12:00:00,316,0.002193,0.010745,0.013623,-999.,-999.,0.010168,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.011804,-999.,-999.,0.029995,-999.,-999.,0.040456,0.040154,0.405596,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.845238,2.905327,2.186738,0.229626,1.178392,-999.,102,102,102,0,0,102,0,0,0,0,0,0,0,0,96,0,0,102,0,0,102,102,102,0,0,0,0,0,0,0,102,44,102,60,102,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
12:11:2020,12:00:00,317,0.008714,0.015241,0.017036,-999.,-999.,0.016817,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.022734,-999.,-999.,0.035833,-999.,-999.,0.041608,0.041462,0.486661,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.108886,2.317079,1.759022,0.617428,0.628783,-999.,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
14:11:2020,12:00:00,319,0.015957,0.023902,0.026489,-999.,-999.,0.021010,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.018427,-999.,-999.,0.034829,-999.,-999.,0.043684,0.044213,0.486446,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.184554,2.937736,0.972121,-0.482927,0.644832,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,61,81,0,0,0,0,0,0,0,81,66,81,62,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
