Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
12:02:2019,12:00:00,43,-999.,0.036504,0.040125,-999.,-999.,0.050325,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.054179,-999.,-999.,0.062332,-999.,-999.,0.060170,0.058419,0.182908,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.579688,0.357949,0.446359,0.530524,-0.273284,-999.,0,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,35,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
16:02:2019,12:00:00,47,-999.,0.024731,0.027624,-999.,-999.,0.036890,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.034851,-999.,-999.,0.043055,-999.,-999.,0.040460,0.038544,0.426830,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.531503,0.529788,0.284059,0.420067,-0.417403,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
17:02:2019,12:00:00,48,-999.,0.021288,0.024664,-999.,-999.,0.035532,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045391,-999.,-999.,0.055761,-999.,-999.,0.061040,0.066117,0.400826,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.144557,1.055455,1.016711,1.102830,0.638955,-999.,0,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
18:02:2019,12:00:00,49,-999.,0.023935,0.026768,-999.,-999.,0.035041,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.036489,-999.,-999.,0.043755,-999.,-999.,0.041155,0.039041,0.333984,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.646369,0.408048,0.476684,0.566119,-0.330767,-999.,0,48,48,0,0,48,0,0,0,0,0,0,0,0,48,0,0,48,0,0,48,48,48,0,0,0,0,0,0,0,48,48,48,48,39,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
20:02:2019,12:00:00,51,-999.,0.019592,0.022660,-999.,-999.,0.031763,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.036206,-999.,-999.,0.045048,-999.,-999.,0.043671,0.043223,0.337014,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.927369,0.628111,0.765976,0.848408,-0.065977,-999.,0,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,50,0,0,0,0,0,0,0,50,50,50,50,42,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
22:02:2019,12:00:00,53,-999.,0.034368,0.037199,-999.,-999.,0.045539,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.051770,-999.,-999.,0.059843,-999.,-999.,0.060792,0.061974,0.590795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.681585,0.601664,0.640733,0.625749,0.171669,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
18:03:2019,12:00:00,77,-999.,0.035128,0.038633,-999.,-999.,0.048581,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.058315,-999.,-999.,0.070370,-999.,-999.,0.079050,0.086105,0.701575,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.839512,1.082946,0.836758,0.751762,0.762431,-999.,0,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
20:03:2019,12:00:00,79,-999.,0.067224,0.073531,-999.,-999.,0.089308,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.114501,-999.,-999.,0.134358,-999.,-999.,0.154322,0.169360,0.948000,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.953930,1.125810,1.020149,0.893607,0.940599,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
22:03:2019,12:00:00,81,-999.,0.030129,0.033001,-999.,-999.,0.041350,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.042311,-999.,-999.,0.046887,-999.,-999.,0.050075,0.051087,0.476801,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.494542,0.642143,0.310828,0.487445,0.392055,-999.,0,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
23:03:2019,12:00:00,82,-999.,0.021578,0.023905,-999.,-999.,0.028879,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.035858,-999.,-999.,0.042906,-999.,-999.,0.047076,0.048707,0.600257,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.838257,0.939202,0.903729,0.746560,0.409930,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
25:03:2019,12:00:00,84,-999.,0.043850,0.049152,-999.,-999.,0.061368,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.071460,-999.,-999.,0.084336,-999.,-999.,0.095738,0.101949,0.342601,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.756110,1.045995,0.727995,0.683128,0.712551,-999.,0,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
28:03:2019,12:00:00,87,-999.,0.035192,0.037756,-999.,-999.,0.046520,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045226,-999.,-999.,0.051096,-999.,-999.,0.062127,0.067761,0.462778,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.374594,1.156028,0.186690,0.328916,1.113299,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
29:03:2019,12:00:00,88,-999.,0.032819,0.036569,-999.,-999.,0.044118,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.048849,-999.,-999.,0.057034,-999.,-999.,0.061731,0.063177,0.275210,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.619230,0.840030,0.581810,0.543061,0.409715,-999.,0,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,41,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
30:03:2019,12:00:00,89,-999.,0.029301,0.032713,-999.,-999.,0.039256,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.047811,-999.,-999.,0.054592,-999.,-999.,0.060694,0.063762,0.640111,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.742713,0.868746,0.768327,0.698233,0.621275,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
01:04:2019,12:00:00,91,-999.,0.042896,0.052279,-999.,-999.,0.071236,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.103358,-999.,-999.,0.125173,-999.,-999.,0.140013,0.150744,0.549984,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.278915,1.094160,1.313431,1.243441,0.727472,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
02:04:2019,12:00:00,92,-999.,0.053010,0.057986,-999.,-999.,0.070396,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.078631,-999.,-999.,0.087019,-999.,-999.,0.098164,0.105163,0.715946,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.562103,0.803772,0.474249,0.546357,0.740466,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
03:04:2019,12:00:00,93,-999.,0.040686,0.044969,-999.,-999.,0.055354,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.064791,-999.,-999.,0.073484,-999.,-999.,0.080236,0.085464,0.671511,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.703632,0.770448,0.659795,0.673365,0.585236,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,28,Sevilleta,34.354721,-106.885002,1477.000000
06:04:2019,12:00:00,96,-999.,0.094427,0.094916,-999.,-999.,0.107821,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.122651,-999.,-999.,0.129196,-999.,-999.,0.144915,0.151777,0.829273,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.484054,0.630553,0.453934,0.496239,0.652356,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
07:04:2019,12:00:00,97,-999.,0.050367,0.049092,-999.,-999.,0.057584,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.063696,-999.,-999.,0.067593,-999.,-999.,0.074043,0.077040,0.705684,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.485273,0.558128,0.383489,0.500777,0.492903,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
08:04:2019,12:00:00,98,-999.,0.066081,0.062741,-999.,-999.,0.071627,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.076164,-999.,-999.,0.081830,-999.,-999.,0.089240,0.085344,0.573771,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.366607,0.580788,0.294398,0.351829,0.195873,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
25:04:2019,12:00:00,115,-999.,0.012666,0.010173,-999.,-999.,0.019264,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.030125,-999.,-999.,0.038518,-999.,-999.,0.047052,0.055887,0.916316,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.957493,1.612026,1.594707,2.022062,1.424162,-999.,0,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
26:04:2019,12:00:00,116,-999.,0.027777,0.027043,-999.,-999.,0.040944,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.062278,-999.,-999.,0.078360,-999.,-999.,0.097312,0.114893,1.220623,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.519130,1.592826,1.462626,1.488716,1.454045,-999.,0,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
27:04:2019,12:00:00,117,-999.,0.021287,0.020920,-999.,-999.,0.031557,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.044821,-999.,-999.,0.055105,-999.,-999.,0.066704,0.078226,0.682292,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.388938,1.432041,1.267337,1.376460,1.341669,-999.,0,55,55,0,0,55,0,0,0,0,0,0,0,0,55,0,0,55,0,0,55,55,55,0,0,0,0,0,0,0,55,55,55,55,55,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
28:04:2019,12:00:00,118,-999.,0.031511,0.029451,-999.,-999.,0.037371,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045040,-999.,-999.,0.054548,-999.,-999.,0.062023,0.071388,0.577877,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.020431,1.246542,0.935269,0.947090,1.090480,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
30:04:2019,12:00:00,120,-999.,0.020830,0.018678,-999.,-999.,0.028530,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.036438,-999.,-999.,0.043873,-999.,-999.,0.050014,0.055287,0.816228,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.225123,1.150575,0.975217,1.231655,0.883240,-999.,0,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,39,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
01:05:2019,12:00:00,121,-999.,0.032724,0.031780,-999.,-999.,0.043129,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.052116,-999.,-999.,0.059900,-999.,-999.,0.066499,0.074158,0.628768,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.895461,0.874382,0.734498,0.894888,0.813780,-999.,0,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,44,44,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
02:05:2019,12:00:00,122,-999.,0.026735,0.024469,-999.,-999.,0.035430,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.043201,-999.,-999.,0.051128,-999.,-999.,0.057167,0.062584,0.647912,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.088588,1.036945,0.836437,1.093754,0.792987,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
03:05:2019,12:00:00,123,-999.,0.028175,0.025351,-999.,-999.,0.037322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045277,-999.,-999.,0.054322,-999.,-999.,0.061271,0.068965,0.637276,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.067971,1.097511,0.841160,1.055288,0.908883,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
04:05:2019,12:00:00,124,-999.,0.031253,0.032170,-999.,-999.,0.043803,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.058186,-999.,-999.,0.070745,-999.,-999.,0.083095,0.098163,0.653201,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.117440,1.282808,1.087816,1.064632,1.260339,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,59,Sevilleta,34.354721,-106.885002,1477.000000
15:07:2020,12:00:00,197,0.045180,0.060647,0.068439,-999.,-999.,0.072412,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.107837,-999.,-999.,0.142585,-999.,-999.,0.197182,0.211180,1.935552,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.079132,2.232081,1.540467,0.837792,1.588213,-999.,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:07:2020,12:00:00,198,0.035638,0.044568,0.048675,-999.,-999.,0.044711,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.061260,-999.,-999.,0.083080,-999.,-999.,0.119514,0.124231,1.913323,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.769668,2.474355,1.378899,0.427597,1.631241,-999.,74,74,74,0,0,74,0,0,0,0,0,0,0,0,74,0,0,74,0,0,74,74,74,0,0,0,0,0,0,0,74,74,74,74,74,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:07:2020,12:00:00,199,0.039901,0.052257,0.058238,-999.,-999.,0.058853,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.084042,-999.,-999.,0.109372,-999.,-999.,0.146788,0.155953,2.065639,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.910400,2.126751,1.414246,0.644587,1.460247,-999.,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
18:07:2020,12:00:00,200,0.032939,0.043613,0.048814,-999.,-999.,0.050087,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.073327,-999.,-999.,0.098775,-999.,-999.,0.138083,0.147026,2.258979,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.028641,2.411072,1.567026,0.732155,1.632904,-999.,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,27,27,0,0,0,0,0,0,0,27,27,27,27,27,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:07:2020,12:00:00,201,0.023669,0.032507,0.038143,-999.,-999.,0.041219,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.067207,-999.,-999.,0.092517,-999.,-999.,0.127362,0.139361,2.038617,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.320640,2.317412,1.838587,1.061608,1.630906,-999.,75,75,75,0,0,75,0,0,0,0,0,0,0,0,75,0,0,75,0,0,75,75,75,0,0,0,0,0,0,0,75,75,75,75,75,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
20:07:2020,12:00:00,202,0.023480,0.033212,0.037708,-999.,-999.,0.034988,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.052235,-999.,-999.,0.074713,-999.,-999.,0.113162,0.119570,1.508506,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.999013,2.904399,1.721797,0.603283,1.923196,-999.,71,71,71,0,0,71,0,0,0,0,0,0,0,0,71,0,0,71,0,0,71,71,71,0,0,0,0,0,0,0,71,71,71,71,71,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:07:2020,12:00:00,203,0.035211,0.041972,0.045941,-999.,-999.,0.048795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.070970,-999.,-999.,0.092516,-999.,-999.,0.119876,0.132105,1.932882,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.053406,1.915626,1.461884,0.834948,1.418671,-999.,47,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,47,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
23:07:2020,12:00:00,205,0.029926,0.039952,0.043715,-999.,-999.,0.040144,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.052250,-999.,-999.,0.075028,-999.,-999.,0.106083,0.111161,2.688321,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.742126,2.636989,1.360110,0.328264,1.602718,-999.,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,34,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
24:07:2020,12:00:00,206,0.035995,0.043292,0.048022,-999.,-999.,0.049271,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.070663,-999.,-999.,0.097550,-999.,-999.,0.128702,0.140770,2.742348,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.008270,2.326193,1.530251,0.684258,1.555610,-999.,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,39,38,40,0,0,0,0,0,0,0,40,40,40,40,39,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
25:07:2020,12:00:00,207,0.014447,0.020517,0.023240,-999.,-999.,0.021813,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.029606,-999.,-999.,0.047677,-999.,-999.,0.073078,0.074036,2.740063,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.967154,3.323592,1.675035,0.446584,1.785146,-999.,19,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
26:07:2020,12:00:00,208,0.030428,0.040987,0.048085,-999.,-999.,0.054719,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.091299,-999.,-999.,0.126393,-999.,-999.,0.169729,0.192018,3.039986,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.416567,2.290277,1.910335,1.165101,1.672081,-999.,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
27:07:2020,12:00:00,209,0.030778,0.041918,0.048270,-999.,-999.,0.054041,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.082924,-999.,-999.,0.116795,-999.,-999.,0.161977,0.179416,2.744143,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.302037,2.496078,1.766020,1.015808,1.732454,-999.,26,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:07:2020,12:00:00,210,0.020291,0.028201,0.032286,-999.,-999.,0.027974,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.042717,-999.,-999.,0.068049,-999.,-999.,0.102162,0.110553,2.590299,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.056244,3.219929,1.959250,0.521957,1.959336,-999.,52,52,52,0,0,52,0,0,0,0,0,0,0,0,52,0,0,52,0,0,52,52,52,0,0,0,0,0,0,0,52,52,52,52,52,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:07:2020,12:00:00,211,0.015007,0.022310,0.025708,-999.,-999.,0.022886,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.035793,-999.,-999.,0.055692,-999.,-999.,0.084215,0.090914,1.579366,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.095069,2.925079,1.976395,0.576527,1.992169,-999.,130,130,130,0,0,130,0,0,0,0,0,0,0,0,130,0,0,130,0,0,130,130,130,0,0,0,0,0,0,0,130,101,130,130,130,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:07:2020,12:00:00,212,0.018696,0.026222,0.029920,-999.,-999.,0.026039,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.037063,-999.,-999.,0.056154,-999.,-999.,0.083413,0.086111,1.037956,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.889056,2.834360,1.728840,0.378480,1.738093,-999.,140,140,140,0,0,140,0,0,0,0,0,0,0,0,140,0,0,140,0,0,140,140,140,0,0,0,0,0,0,0,140,118,140,140,140,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
31:07:2020,12:00:00,213,0.021774,0.032430,0.039109,-999.,-999.,0.044077,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.071582,-999.,-999.,0.099623,-999.,-999.,0.136603,0.147889,1.625334,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.358126,2.409737,1.854671,1.087110,1.595446,-999.,136,136,136,0,0,136,0,0,0,0,0,0,0,0,136,0,0,136,0,0,136,136,136,0,0,0,0,0,0,0,136,136,136,136,136,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
01:08:2020,12:00:00,214,0.033491,0.049563,0.059690,-999.,-999.,0.075585,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.126763,-999.,-999.,0.168627,-999.,-999.,0.222006,0.249628,1.898782,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.530054,2.056357,1.842915,1.374192,1.563404,-999.,80,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,81,81,81,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
02:08:2020,12:00:00,215,0.034335,0.048272,0.057019,-999.,-999.,0.069595,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.115987,-999.,-999.,0.155641,-999.,-999.,0.206264,0.234238,2.013015,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.479092,2.116362,1.844235,1.295952,1.627285,-999.,66,66,66,0,0,66,0,0,0,0,0,0,0,0,66,0,0,66,0,0,66,66,66,0,0,0,0,0,0,0,66,66,66,66,66,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
