2020-02-14,4.67219300684925,-1.0749999999999997
2020-02-13,3.5518383286969013,-6.975
2020-02-12,5.8437350677930935,-6.6
2020-02-11,9.582323629225442,-3.7750000000000004
2020-02-10,4.151646233807399,-5.125
2020-02-09,3.8741575711340173,0.2749999999999999
2020-02-08,5.114267485812222,-1.05
2020-02-07,6.006682025316228,-3.925
2020-02-06,1.5638198393886444,-12.9
2020-02-05,4.31452076202123,-12.325000000000001
2020-02-04,4.898962381108166,-9.1
2020-02-03,4.984871251622842,-0.44999999999999996
2020-02-02,3.9514157806561534,8.275
2020-02-01,3.276506639733831,-0.025000000000000133
2020-01-31,2.659364069715828,-6.8999999999999995
2020-01-30,3.88812176778979,-7.3
2020-01-29,2.9240554441995026,-0.825
2020-01-28,7.974891576493353,-7.2749999999999995
2020-01-27,4.35073455847178,0.0
2020-01-26,4.499204953189345,-1.1999999999999997
2020-01-25,5.31899671991725,-0.7249999999999999
2020-01-24,5.62264064312639,-1.025
2020-01-23,5.231063102339028,-2.6999999999999997
2020-01-22,9.951706505409051,-4.875000000000001
2020-01-21,5.984401590725033,4.0
2020-01-20,4.624740891422022,2.175
2020-01-19,2.261231237716718,2.875
2020-01-18,6.754962355716049,0.4249999999999998
2020-01-17,10.543351906673644,-1.0999999999999999
2020-01-16,1.3211493702744102,-2.3750000000000004
2020-01-15,3.4915611942182574,-0.3999999999999999
2020-01-14,3.5044990267989684,-0.925
2020-01-13,3.6601579277656744,-4.125
2020-01-12,3.069896636060993,-3.5
2020-01-11,3.372961756826651,-6.875
2020-01-10,5.03363208207978,-11.375
2020-01-09,2.852818585220271,-4.0
2020-01-08,2.9991903685214503,2.875
2020-01-07,1.7973899992099382,1.5250000000000001
2020-01-06,3.7457466595123843,2.675
2020-01-05,4.311185117529571,7.6
2020-01-04,4.066704903789325,0.45000000000000007
2020-01-03,6.125436669865482,-7.875
2020-01-02,5.446727489935719,-4.05
2020-01-01,5.104808690843579,-3.05
2019-12-31,4.6960139834508325,-1.6749999999999998
2019-12-30,2.3135450205071257,-6.3
2019-12-29,5.242827574895546,-13.775
2019-12-28,6.736205720342023,-10.25
2019-12-27,5.60542123546286,-3.7
2019-12-26,6.579649615123524,-8.65
2019-12-25,9.547833663620894,-7.175000000000001
2019-12-24,3.4154033765735736,1.375
2019-12-23,2.4014251443430603,7.825
2019-12-22,2.352490832782382,5.65
2019-12-21,2.5285971899612982,0.4500000000000002
2019-12-20,2.9845726606710414,-5.4750000000000005
2019-12-19,1.32540344016744,-0.85
2019-12-18,2.2889252026848936,-5.55
2019-12-17,1.790139922095093,-13.375
2019-12-16,4.355562565829863,-8.75
2019-12-15,7.982269725301052,-1.5250000000000004
2019-12-14,7.122298647886183,2.625
2019-12-13,5.841577250386635,4.5249999999999995
2019-12-12,4.641871187292283,2.9250000000000003
2019-12-11,3.1648201708460726,0.8999999999999999
2019-12-10,7.119919515553796,-4.2
2019-12-09,8.447072931547604,-3.6500000000000004
2019-12-08,7.436536668273998,1.8499999999999996
2019-12-07,5.159543965730769,5.375
2019-12-06,7.344202242470718,-0.4249999999999998
2019-12-05,11.104929692100562,1.225
2019-12-04,5.3501085999127955,5.8500000000000005
2019-12-03,4.16449228016457,6.025
2019-12-02,6.126705024279586,7.050000000000001
2019-12-01,2.5433439458666407,-1.325
2019-11-30,6.926031449946806,-5.7
2019-11-29,9.879234761727608,1.525
2019-11-28,6.589329526757222,-1.45
2019-11-27,2.90470755959954,-5.375
2019-11-26,4.550345047839577,-4.55
2019-11-25,4.089469030046617,4.75
2019-11-24,4.420795784647553,3.975
2019-11-23,7.116198511438238,-3.575
2019-11-22,7.139988961162276,-4.75
2019-11-21,11.740383953318547,-3.425
2019-11-20,5.644763349334429,0.925
2019-11-19,5.3286369479467695,7.324999999999999
2019-11-18,4.674659121767586,7.300000000000001
2019-11-17,5.687882486119718,4.15
2019-11-16,4.838301581100312,7.725
2019-11-15,4.10429678355543,4.7
2019-11-14,5.2529552252152945,5.449999999999999
2019-11-13,3.662603767630767,4.9
2019-11-12,6.076314365378124,4.575
2019-11-11,6.618093861913619,5.1499999999999995
2019-11-10,1.7823335941193112,9.175
2019-11-09,4.325627566248087,7.1
2019-11-08,10.398520868675819,4.1
2019-11-07,11.64149631278682,3.125
2019-11-06,6.188862152403786,3.225
2019-11-05,3.831844477241951,2.8249999999999997
2019-11-04,3.138194565305962,4.025
2019-11-03,3.925680426728846,8.85
2019-11-02,1.6842808475083855,4.0
2019-11-01,1.2607229541296516,5.6
2019-10-31,1.2646512265476206,-2.95
2019-10-30,3.3455246234902454,-4.125
2019-10-29,3.195435649590708,1.8249999999999995
2019-10-28,4.429637307357908,0.6500000000000004
2019-10-27,5.2749029007929895,8.45
2019-10-26,3.6537493010276028,6.2
2019-10-25,4.872221410873394,-3.95
2019-10-24,3.5361617522726965,2.35
2019-10-23,6.137777585912442,4.225
2019-10-22,2.8301544457511256,2.8249999999999997
2019-10-20,3.739502933711109,-0.07499999999999929
2019-10-19,6.88451789063543,-1.0500000000000003
2019-10-18,7.285133126295519,4.675
2019-10-17,3.6214995133846606,6.574999999999999
2019-10-16,3.7412383505451388,1.825
2019-10-15,7.4436524385993295,0.0
2019-10-14,6.596546979910785,1.7999999999999998
2019-10-13,8.849061460786583,4.275
2019-10-12,1.3213466798034845,6.8500000000000005
2019-10-11,5.10003459139515,2.5749999999999997
2019-10-10,6.481867059276221,2.75
2019-10-09,12.959148098139186,3.875
2019-10-08,10.20298406812129,6.175
2019-10-07,4.946141824384118,7.0
